GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	v1_109	v1_109-Q	v1_110	v1_110-Q	v1_111	v1_111-Q	v1_119	v1_119-Q	v1_120	v1_120-Q	v1_121	v1_121-Q	v1_122	v1_122-Q
CAT4	AthALTD0014523-1/2	chr3:928006-928178	0	chr3:928006+928002-928178,927887	Alt5	79.25	OK,OK,100.00,42=53=0,S@42.00,11.00	97.06	OK,OK,100.00,66=68=0,S@66.00,2.00	86.67	OK,OK,100.00,52=60=0,S@52.00,8.00	97.14	OK,OK,100.00,68=70=0,S@68.00,2.00	98.25	OK,OK,100.00,56=57=0,S@56.00,1.00	94.74	OK,OK,100.00,72=76=0,S@72.00,4.00	98.39	OK,OK,100.00,61=62=0,S@61.00,1.00
	AthALTD0004862-3/4	chr3:1030434-	44	chr3:1030478+1030460+1030434+1030118-,1029910	Alt5	23.61	VLOW,VLOW,100.00,5=21=0,S@4.96,16.04	38.49	VLOW,VLOW,100.00,9=23=0,S@8.85,14.15	42.38	VLOW,VLOW,100.00,9=21=0,S@8.90,12.10	52.82	VLOW,VLOW,100.00,8=15=0,C1@7.92,7.08	21.41	VLOW,VLOW,100.00,5=23=0,C1@4.92,18.08	26.91	N,N,100.00,3=11=0,S@2.96,8.04	75.87	VLOW,VLOW,100.00,16=21=0,S@15.93,5.07
SIEL	AthALTD0024510-1/2	chr3:2673416-2673736	0	chr3:2673416-2673736+2673896,2673989	Alt5	6.60	VLOW,VLOW,100.00,1=16=0,S@1.06,14.94	31.25	VLOW,VLOW,100.00,6=20=0,S@6.25,13.75	20.96	VLOW,VLOW,100.00,4=20=0,S@4.19,15.81	9.17	VLOW,VLOW,100.00,2=23=0,S@2.11,20.89	16.17	OK,OK,100.00,8=52=0,S@8.41,43.59	25.09	LOW,LOW,100.00,6=25=0,S@6.27,18.73	28.46	VLOW,VLOW,100.00,6=22=0,S@6.26,15.74
	AthALTD0005146-1/7	chr3:2911243-2911328	0	chr3:2911243+2911232+2911106+2911082+2911042+2911007+2910837-2911328,2910734	Alt5	74.45	OK,OK,100.00,57=76=0,C1@56.58,19.42	83.53	OK,OK,100.00,47=56=0,C1@46.78,9.22	86.20	OK,OK,100.00,45=52=0,S@44.82,7.18	83.99	OK,OK,100.00,81=96=0,S@80.63,15.37	81.70	OK,OK,100.00,78=95=0,S@77.62,17.38	82.57	OK,OK,100.00,78=94=0,S@77.62,16.38	93.96	OK,OK,100.00,64=68=0,S@63.89,4.11
HAC5	AthALTD0018089-3/3	chr3:4148152-4148500	16	chr3:4148152-4148484+4148493+4148500,4148642	Alt5	57.39	LOW,LOW,100.00,20=34=0,S@19.51,14.49	71.74	OK,OK,100.00,35=48=0,S@34.44,13.56	95.85	OK,OK,100.00,49=51=0,S@48.88,2.12	91.06	OK,OK,100.00,54=59=0,S@53.73,5.27	82.29	OK,OK,100.00,49=59=0,S@48.55,10.45	78.08	OK,OK,100.00,34=43=0,S@33.57,9.43	89.28	OK,OK,100.00,53=59=0,S@52.68,6.32
NFYA6	AthALTD0020465-2/4	chr3:-4642509	74	chr3:-4642435+4642509+4642600+4642730,4642884	Alt5	83.33	VLOW,VLOW,100.00,15=18=0,S@15.00,3.00	100.00	LOW,LOW,100.00,38=38=0,S@38.00,0.00	96.97	LOW,LOW,100.00,32=33=0,S@32.00,1.00	96.43	LOW,LOW,100.00,27=28=0,S@27.00,1.00	95.00	VLOW,VLOW,100.00,19=20=0,S@19.00,1.00	90.91	LOW,LOW,100.00,30=33=0,S@30.00,3.00	100.00	LOW,LOW,100.00,34=34=0,S@34.00,0.00
	AthALTD0005362-1/2	chr3:4792380-4792413	0	chr3:4792380-4792413+4792439,4792518	Alt5	83.44	VLOW,VLOW,100.00,12=15=0,S@12.52,2.48	90.43	VLOW,VLOW,100.00,15=17=0,S@15.37,1.63	100.00	VLOW,LOW,100.00,22=22=0,S@22.00,0.00	100.00	N,N,100.00,8=8=0,S@8.00,0.00	95.54	VLOW,VLOW,100.00,17=18=0,S@17.20,0.80	100.00	VLOW,VLOW,100.00,15=15=0,S@15.00,0.00	100.00	VLOW,VLOW,100.00,18=18=0,S@18.00,0.00
	AthALTD0005542-2/2	chr3:6507806-6507871	4	chr3:6507806-6507867+6507871,6508077	Alt5	28.57	VLOW,SOK,100.00,3=18=0,C3@5.14,12.86	11.76	VLOW,SOK,100.00,1=16=0,C3@1.88,14.12	20.69	LOW,SOK,100.00,3=26=0,C3@5.38,20.62	28.57	N,SOK,100.00,2=12=0,C3@3.43,8.57	19.05	VLOW,SOK,100.00,2=19=0,C3@3.62,15.38	25.00	N,SOK,100.00,2=14=0,C3@3.50,10.50	46.67	VLOW,SOK,100.00,7=23=0,C3@10.73,12.27
FUT11	AthALTD0017300-1/2	chr3:6682999-6683113	0	chr3:6682999+6682995-6683113,6682901	Alt5	21.05	LOW,LOW,100.00,8=38=0,S@8.00,30.00	57.58	LOW,LOW,100.00,19=33=0,S@19.00,14.00	68.42	VLOW,VLOW,100.00,13=19=0,S@13.00,6.00	67.74	LOW,LOW,100.00,21=31=0,S@21.00,10.00	37.50	N,N,100.00,3=8=0,S@3.00,5.00	57.78	OK,OK,100.00,26=45=0,S@26.00,19.00	40.74	LOW,LOW,100.00,11=27=0,S@11.00,16.00
HAT3.1	AthALTD0018114-2/2	chr3:6766290-	239	chr3:6766529+6766290-,6766145	Alt5	9.68	LOW,LOW,100.00,3=31=0,S@3.00,28.00	18.52	LOW,LOW,100.00,5=27=0,S@5.00,22.00	9.09	VLOW,VLOW,100.00,2=22=0,S@2.00,20.00	17.14	LOW,LOW,100.00,6=35=0,S@6.00,29.00	60.71	LOW,LOW,100.00,17=28=0,S@17.00,11.00	52.00	LOW,LOW,100.00,13=25=0,S@13.00,12.00	41.67	VLOW,VLOW,88.89,10=24=3,S@10.00,14.00
CYP705A15	AthALTD0015782-2/2	chr3:-7008460	69	chr3:-7008391+7008460,7008905	Alt5	41.18	LOW,LOW,100.00,14=34=0,S@14.00,20.00	50.00	VLOW,VLOW,100.00,11=22=0,S@11.00,11.00	38.46	OK,OK,100.00,20=52=0,S@20.00,32.00	74.42	OK,OK,100.00,38=51=0,S@37.95,13.05	67.35	OK,OK,100.00,33=49=0,S@33.00,16.00	68.42	LOW,OK,100.00,26=38=0,S@26.00,12.00	58.62	LOW,LOW,100.00,17=29=0,S@17.00,12.00
	AthALTD0005745-1/2	chr3:8941222-8941388	0	chr3:8941222+8941202-8941388,8939598	Alt5	57.31	OK,OK,100.00,30=53=0,S@30.37,22.63	58.60	VLOW,VLOW,95.08,11=19=1,S@11.13,7.87	89.56	LOW,LOW,93.49,25=28=2,S@25.08,2.92	95.14	VLOW,VLOW,100.00,19=20=0,S@19.03,0.97	75.54	VLOW,VLOW,100.00,15=20=0,S@15.11,4.89	76.99	OK,OK,96.31,39=51=2,S@39.26,11.74	81.22	LOW,LOW,96.38,21=26=1,S@21.12,4.88
	AthALTD0005806-2/2	chr3:9543043-9543402	30	chr3:9543043-9543372+9543402,9543486	Alt5	0.00	OK,OK,100.00,0=49=0,S@0.00,49.00	7.58	OK,OK,100.00,5=66=0,S@5.00,61.00	16.67	OK,OK,100.00,9=54=0,S@9.00,45.00	0.00	OK,OK,100.00,0=43=0,S@0.00,43.00	5.88	OK,OK,100.00,5=85=0,S@5.00,80.00	7.69	OK,OK,100.00,4=52=0,S@4.00,48.00	34.78	OK,OK,100.00,16=46=0,S@16.00,30.00
	AthALTD0005894-3/4	chr3:10227893-10227964	37	chr3:10227930+10227906+10227893+10227888-10227964,10227808	Alt5	11.55	VLOW,VLOW,100.00,2=16=0,S@1.85,14.15	0.00	N,N,100.00,0=11=0,S@0.00,11.00	33.28	VLOW,VLOW,100.00,6=17=0,S@5.66,11.34	3.99	VLOW,LOW,100.00,1=23=0,S@0.92,22.08	12.61	VLOW,VLOW,100.00,3=22=0,S@2.77,19.23	36.09	VLOW,VLOW,100.00,8=21=0,S@7.58,13.42	29.68	VLOW,VLOW,95.16,6=19=1,S@5.64,13.36
KP1	AthALTD0019039-1/2	chr3:16286524-16286901	0	chr3:16286524-16286901+16286905,16287043	Alt5	78.26	VLOW,VLOW,100.00,18=23=0,S@18.00,5.00	68.42	VLOW,VLOW,100.00,13=19=0,S@13.00,6.00	77.78	N,N,100.00,7=9=0,S@7.00,2.00	87.50	N,N,100.00,7=8=0,C1@7.00,1.00	63.64	N,N,100.00,7=11=0,S@7.00,4.00	100.00	N,N,100.00,13=13=0,C1@13.00,0.00	100.00	VLOW,VLOW,100.00,17=17=0,S@17.00,0.00
	AthALTD0006030-1/2	chr3:16297562-	0	chr3:16297562+16297558-,16297317	Alt5	65.62	LOW,LOW,100.00,21=32=0,C2@21.00,11.00	90.91	VLOW,VLOW,100.00,20=22=0,C2@20.00,2.00	66.67	LOW,LOW,100.00,22=33=0,C2@22.00,11.00	84.85	LOW,LOW,100.00,28=33=0,C2@28.00,5.00	89.74	LOW,LOW,100.00,35=39=0,C2@35.00,4.00	100.00	VLOW,VLOW,100.00,24=24=0,C1@24.00,0.00	82.86	LOW,LOW,100.00,29=35=0,C2@29.00,6.00
SETH2	AthALTD0024393-2/2	chr3:16506776-16506922	57	chr3:16506776-16506865+16506922,16507029	Alt5	2.14	OK,OK,100.00,1=48=0,S@1.03,46.97	3.81	LOW,LOW,100.00,1=27=0,S@1.03,25.97	2.45	OK,OK,100.00,1=42=0,S@1.03,40.97	3.43	OK,OK,100.00,2=60=0,S@2.06,57.94	5.27	LOW,LOW,100.00,2=39=0,S@2.06,36.94	6.42	OK,OK,100.00,3=48=0,S@3.08,44.92	19.81	LOW,LOW,100.00,6=31=0,S@6.14,24.86
	AthALTD0006080-3/5	chr3:16978782-	83	chr3:16978865+16978852+16978782+16978587+16978584-,16978499	Alt5	37.44	VLOW,LOW,100.00,13=24=0,C2@8.99,15.01	29.30	OK,OK,100.00,28=42=0,C2@12.31,29.69	29.26	OK,SOK,100.00,56=74=0,C2@21.65,52.35	48.65	OK,OK,100.00,37=44=0,C1@21.41,22.59	40.98	OK,SOK,100.00,55=70=0,C2@28.69,41.31	45.64	LOW,OK,100.00,23=29=0,C1@13.24,15.76	60.73	LOW,OK,100.00,29=37=0,C2@22.47,14.53
	AthALTD0006087-2/2	chr3:17053689-17053861	49	chr3:17053689-17053812+17053861,17053981	Alt5	47.87	OK,OK,100.00,45=94=0,S@45.00,49.00	57.53	OK,OK,100.00,42=73=0,S@42.00,31.00	84.76	SOK,SOK,100.00,89=105=0,S@89.00,16.00	42.86	N,N,100.00,3=7=0,S@3.00,4.00	NA	N,N,NA,0=0=0,S@0,0	52.42	SOK,SOK,100.00,65=124=0,S@65.00,59.00	64.86	OK,OK,100.00,48=74=0,S@48.00,26.00
	AthALTD0006141-1/2	chr3:17836659-17836795	0	chr3:17836659+17836655-17836795,17836564	Alt5	44.40	SOK,SOK,100.00,123=277=0,S@122.99,154.01	63.01	SOK,SOK,100.00,155=246=0,S@155.00,91.00	48.66	SOK,SOK,100.00,109=224=0,S@109.00,115.00	55.47	SOK,SOK,100.00,147=265=0,S@147.00,118.00	60.97	SOK,SOK,100.00,189=310=0,S@189.01,120.99	64.14	SOK,SOK,99.58,152=237=1,S@152.01,84.99	67.18	SOK,SOK,100.00,176=262=0,S@176.01,85.99
	AthALTD0006156-2/2	chr3:17989974-17990075	87	chr3:17990061+17989974-17990075,17989872	Alt5	77.42	LOW,LOW,100.00,30=32=0,S@24.77,7.23	100.00	LOW,LOW,100.00,26=26=0,S@26.00,0.00	100.00	LOW,LOW,100.00,27=27=0,S@27.00,0.00	100.00	LOW,LOW,100.00,30=30=0,S@30.00,0.00	100.00	LOW,LOW,100.00,35=35=0,S@35.00,0.00	100.00	VLOW,VLOW,100.00,21=21=0,S@21.00,0.00	100.00	VLOW,VLOW,100.00,23=23=0,S@23.00,0.00
RDR6	AthALTD0023031-2/2	chr3:18353444-	23	chr3:18353467+18353444-,18353210	Alt5	15.19	OK,OK,100.00,12=79=0,C1@12.00,67.00	7.14	OK,OK,100.00,4=56=0,C2@4.00,52.00	30.65	OK,OK,100.00,19=62=0,C1@19.00,43.00	20.00	OK,OK,100.00,9=45=0,C2@9.00,36.00	20.00	OK,OK,100.00,16=80=0,C2@16.00,64.00	25.00	OK,OK,100.00,14=56=0,C2@14.00,42.00	31.37	OK,OK,100.00,16=51=0,C2@16.00,35.00
ASNAP1	AthALTD0013099-3/3	chr3:-20931045	111	chr3:-20930934+20930965+20931045,20931260	Alt5	8.19	LOW,OK,100.00,4=33=0,C2@2.70,30.30	24.10	VLOW,VLOW,100.00,5=17=0,C3@4.10,12.90	7.53	N,N,100.00,1=12=0,C3@0.90,11.10	37.56	LOW,LOW,100.00,14=33=0,C2@12.39,20.61	24.10	VLOW,VLOW,100.00,5=17=0,C2@4.10,12.90	7.12	VLOW,LOW,100.00,2=24=0,C3@1.71,22.29	26.56	VLOW,LOW,100.00,8=24=0,C2@6.37,17.63
	AthALTD0006532-3/3	chr3:21041375-	151	chr3:21041526+21041423+21041375-,21041060	Alt5	82.76	LOW,LOW,100.00,24=29=0,S@24.00,5.00	98.21	OK,OK,100.00,55=56=0,S@55.00,1.00	95.52	OK,OK,100.00,64=67=0,S@64.00,3.00	98.18	OK,OK,100.00,54=55=0,S@54.00,1.00	100.00	OK,OK,100.00,82=82=0,S@82.00,0.00	93.75	OK,OK,100.00,60=64=0,S@60.00,4.00	100.00	OK,OK,100.00,65=65=0,S@65.00,0.00
UBA2A	AthALTD0026196-1/2	chr3:21049592-21049754	0	chr3:21049592+21049533-21049754,21049416	Alt5	41.18	VLOW,VLOW,100.00,7=17=0,S@7.00,10.00	80.00	VLOW,VLOW,100.00,16=20=0,S@16.00,4.00	80.00	N,N,100.00,8=10=0,S@8.00,2.00	100.00	VLOW,VLOW,100.00,17=17=0,S@17.00,0.00	90.00	VLOW,VLOW,100.00,18=20=0,C1@18.00,2.00	83.87	LOW,LOW,100.00,26=31=0,C1@26.00,5.00	70.59	VLOW,VLOW,100.00,12=17=0,S@12.00,5.00
	AthALTD0006642-3/3	chr3:21925720-21925804	8	chr3:21925728+21925724+21925720-21925804,21925612	Alt5	10.67	OK,OK,100.00,8=75=0,S@8.00,67.00	2.94	LOW,LOW,100.00,1=34=0,S@1.00,33.00	3.33	LOW,LOW,100.00,1=30=0,S@1.00,29.00	11.86	SOK,SOK,100.00,14=118=0,S@13.99,104.01	28.57	OK,OK,100.00,12=42=0,S@12.00,30.00	15.69	SOK,SOK,100.00,32=204=0,S@32.01,171.99	27.12	OK,OK,100.00,16=59=0,S@16.00,43.00
UTR6	AthALTD0026565-2/2	chr3:21935804-21935876	8	chr3:21935812+21935804-21935876,21935624	Alt5	51.55	OK,OK,100.00,50=97=0,S@50.00,47.00	62.03	OK,OK,100.00,49=79=0,S@49.00,30.00	69.17	SOK,SOK,100.00,92=133=0,S@92.00,41.00	64.66	SOK,SOK,100.00,86=133=0,S@86.00,47.00	75.00	SOK,SOK,100.00,90=120=0,S@90.00,30.00	64.29	OK,OK,100.00,63=98=0,S@63.00,35.00	78.29	SOK,SOK,100.00,101=129=0,S@100.99,28.01
	AthALTD0006664-1/3	chr3:-22028834	0	chr3:-22028834+22028878+22028957,22029059	Alt5	78.38	LOW,LOW,100.00,29=37=0,S@29.00,8.00	82.22	OK,OK,100.00,37=45=0,S@37.00,8.00	96.15	OK,OK,100.00,50=52=0,S@50.00,2.00	91.04	OK,OK,100.00,61=67=0,S@61.00,6.00	86.89	OK,OK,100.00,53=61=0,S@53.00,8.00	81.58	LOW,LOW,100.00,31=38=0,S@31.00,7.00	94.34	OK,OK,100.00,50=53=0,S@50.00,3.00
	AthALTD0006722-2/3	chr3:22573843-22573928	5	chr3:22573848+22573843+22573795-22573928,22573718	Alt5	30.00	OK,SOK,100.00,6=41=0,S@12.30,28.70	45.45	LOW,SOK,100.00,9=36=0,S@16.36,19.64	27.56	OK,SOK,100.00,7=53=0,S@14.61,38.39	38.92	OK,SOK,100.00,17=85=0,S@33.08,51.92	32.16	OK,SOK,100.00,11=69=0,S@22.19,46.81	47.51	OK,SOK,100.00,21=79=0,S@37.53,41.47	54.14	OK,SOK,100.00,17=53=0,S@28.69,24.31
	AthALTD0006821-1/2	chr3:23160255-23160316	0	chr3:23160255-23160316+23160320,23160410	Alt5	7.89	LOW,LOW,100.00,3=38=0,S@3.00,35.00	26.67	LOW,LOW,100.00,8=30=0,S@8.00,22.00	25.00	OK,OK,96.89,13=52=1,S@13.00,39.00	21.43	OK,OK,97.11,12=56=1,S@12.00,44.00	22.95	OK,OK,97.34,14=61=1,S@14.00,47.00	40.54	LOW,LOW,100.00,15=37=0,S@15.00,22.00	34.78	OK,OK,100.00,16=46=0,S@16.00,30.00
	AthALTD0006834-2/2	chr3:23264510-	129	chr3:23264639+23264510-,23264238	Alt5	21.74	VLOW,VLOW,100.00,5=23=0,C2@5.00,18.00	20.00	VLOW,VLOW,100.00,4=20=0,C2@4.00,16.00	8.57	LOW,LOW,100.00,3=35=0,C1@3.00,32.00	3.03	LOW,LOW,100.00,1=33=0,C1@1.00,32.00	13.04	VLOW,VLOW,100.00,3=23=0,C1@3.00,20.00	17.65	VLOW,VLOW,100.00,3=17=0,C2@3.00,14.00	38.10	VLOW,VLOW,100.00,8=21=0,C2@8.00,13.00
OTP86	AthALTD0021035-2/4	chr3:23405124-23405288	43	chr3:23405124-23405245+23405288+23405303+23405439,23405523	Alt5	45.65	OK,OK,100.00,21=46=0,S@21.00,25.00	41.76	OK,OK,100.00,38=91=0,S@38.00,53.00	27.78	OK,OK,100.00,15=54=0,S@15.00,39.00	42.50	OK,OK,100.00,34=80=0,S@34.00,46.00	46.30	OK,OK,100.00,25=54=0,S@25.00,29.00	44.76	SOK,SOK,100.00,47=105=0,S@47.00,58.00	61.45	OK,OK,100.00,51=83=0,S@51.00,32.00
MSL1	AthALTD0020067-2/2	chr4:124271-124548	115	chr4:124386+124271-124548,124066	Alt5	73.42	OK,OK,100.00,58=79=0,S@58.00,21.00	92.75	OK,OK,100.00,64=69=0,S@64.00,5.00	94.05	OK,OK,100.00,79=84=0,S@79.00,5.00	90.48	OK,OK,100.00,57=63=0,S@57.00,6.00	91.20	SOK,SOK,100.00,114=125=0,S@114.00,11.00	85.71	OK,OK,100.00,66=77=0,S@66.00,11.00	88.57	OK,OK,100.00,62=70=0,S@62.00,8.00
RPP1B	AthALTD0023628-2/3	chr4:347083-	86	chr4:347169+347083+347064-,346962	Alt5	39.68	SOK,SOK,100.00,50=126=0,S@50.00,76.00	28.21	SOK,SOK,100.00,44=156=0,S@44.01,111.99	49.06	SOK,SOK,100.00,78=159=0,S@78.01,80.99	40.00	SOK,SOK,100.00,42=105=0,S@42.00,63.00	34.42	SOK,SOK,100.00,53=154=0,S@53.01,100.99	48.80	SOK,SOK,100.00,61=125=0,S@61.00,64.00	56.77	SOK,SOK,100.00,88=155=0,S@87.99,67.01
	AthALTD0006918-2/2	chr4:587439-587583	4	chr4:587439-587579+587583,587675	Alt5	84.00	LOW,LOW,100.00,21=25=0,S@21.00,4.00	90.63	LOW,LOW,100.00,29=32=0,S@29.00,3.00	92.00	LOW,LOW,100.00,23=25=0,S@23.00,2.00	80.00	VLOW,VLOW,100.00,16=20=0,S@16.00,4.00	100.00	VLOW,VLOW,100.00,22=22=0,S@22.00,0.00	87.50	VLOW,VLOW,100.00,14=16=0,S@14.00,2.00	100.00	LOW,LOW,100.00,26=26=0,S@26.00,0.00
F17A8.110	AthALTD0016826-1/2	chr4:6149691-6149883	0	chr4:6149691+6149586-6149883,6149501	Alt5	66.67	SOK,SOK,100.00,112=168=0,S@112.01,55.99	65.91	SOK,SOK,100.00,145=220=0,S@145.00,75.00	86.09	SOK,SOK,100.00,161=187=0,S@160.99,26.01	66.67	SOK,SOK,100.00,160=240=0,S@160.01,79.99	83.74	SOK,SOK,100.00,242=289=0,S@242.01,46.99	82.94	SOK,SOK,100.00,175=211=0,S@175.00,36.00	82.64	SOK,SOK,100.00,200=242=0,S@199.99,42.01
ELP6	AthALTD0016498-1/2	chr4:6305783-6305842	0	chr4:6305783-6305842+6305856,6306616	Alt5	47.66	LOW,LOW,100.00,15=31=0,S@14.77,16.23	89.01	LOW,LOW,100.00,25=28=0,C1@24.92,3.08	84.06	OK,OK,100.00,38=45=0,C1@37.83,7.17	74.45	OK,OK,100.00,39=52=0,S@38.71,13.29	84.06	OK,OK,100.00,38=45=0,S@37.83,7.17	73.44	OK,OK,100.00,37=50=0,S@36.72,13.28	63.43	LOW,LOW,100.00,25=39=0,C1@24.74,14.26
CRK35	AthALTD0015450-3/3	chr4:6989060-6989196	20	chr4:6989060-6989176+6989187+6989196,6989276	Alt5	78.95	VLOW,VLOW,100.00,15=19=0,S@15.00,4.00	100.00	N,N,100.00,6=6=0,S@6.00,0.00	100.00	VLOW,VLOW,100.00,15=15=0,S@15.00,0.00	100.00	N,N,100.00,4=4=0,S@4.00,0.00	100.00	N,N,100.00,12=12=0,S@12.00,0.00	100.00	LOW,LOW,100.00,28=28=0,S@28.00,0.00	100.00	VLOW,VLOW,100.00,24=24=0,S@24.00,0.00
NUDT14	AthALTD0020819-2/2	chr4:7184250-7184352	4	chr4:7184254+7184250-7184352,7184093	Alt5	0.00	LOW,SOK,100.00,0=29=0,S@0.00,29.00	36.00	OK,SOK,100.00,22=62=0,C2@22.32,39.68	17.14	LOW,SOK,100.00,6=35=0,C1@6.00,29.00	30.00	OK,SOK,100.00,18=60=0,C2@18.00,42.00	30.77	OK,SOK,100.00,24=78=0,C2@24.00,54.00	62.04	OK,SOK,100.00,41=65=0,C3@40.33,24.67	41.86	OK,SOK,100.00,18=43=0,C2@18.00,25.00
	AthALTD0007281-4/5	chr4:7537283-7537424	119	chr4:7537283-7537305+7537352+7537402+7537424+7537481,7538082	Alt5	73.30	VLOW,VLOW,71.97,16=22=8,S@16.13,5.87	95.37	VLOW,VLOW,100.00,20=21=0,S@20.03,0.97	93.05	LOW,LOW,84.03,26=28=5,S@26.05,1.95	93.05	N,N,68.67,13=14=6,S@13.03,0.97	100.00	N,N,100.00,3=3=0,S@3.00,0.00	95.95	OK,OK,78.99,46=48=12,S@46.06,1.94	89.92	LOW,LOW,96.46,26=29=1,S@26.08,2.92
RNP1	AthALTD0023314-3/6	chr4:8231802-8233159	302	chr4:8231802-8232857+8232877+8233159+8233180+8233204+8233207,8233309	Alt5	84.51	OK,OK,100.00,60=71=0,S@60.00,11.00	99.18	SOK,SOK,100.00,121=122=0,S@121.00,1.00	99.08	SOK,SOK,100.00,108=109=0,S@108.00,1.00	99.15	SOK,SOK,100.00,117=118=0,S@117.00,1.00	99.05	SOK,SOK,100.00,104=105=0,S@104.00,1.00	98.91	SOK,SOK,100.00,182=184=0,S@181.99,2.01	100.00	OK,OK,100.00,66=66=0,S@66.00,0.00
	AthALTD0007516-1/2	chr4:9686498-9686616	0	chr4:9686498+9686444-9686616,9685454	Alt5	60.87	VLOW,VLOW,100.00,14=23=0,C3@14.00,9.00	86.11	LOW,LOW,100.00,31=36=0,C3@31.00,5.00	66.67	LOW,LOW,100.00,24=36=0,C2@24.00,12.00	75.86	LOW,LOW,100.00,22=29=0,C2@22.00,7.00	80.00	OK,OK,100.00,40=50=0,C3@40.00,10.00	85.71	OK,OK,100.00,36=42=0,C2@36.00,6.00	89.66	LOW,LOW,100.00,26=29=0,C2@26.00,3.00
APRR2	AthALTD0012722-1/2	chr4:10007398-	0	chr4:10007398+10007393-,10006775	Alt5	35.04	SOK,SOK,100.00,41=117=0,C2@41.00,76.00	48.31	SOK,SOK,100.00,57=118=0,C2@57.01,60.99	49.23	SOK,SOK,100.00,64=130=0,C1@64.00,66.00	45.28	SOK,SOK,100.00,48=106=0,C2@48.00,58.00	47.85	SOK,SOK,100.00,78=163=0,C2@78.00,85.00	48.94	OK,OK,100.00,46=94=0,C2@46.00,48.00	53.44	SOK,SOK,100.00,70=131=0,C1@70.01,60.99
OSB2	AthALTD0021018-1/2	chr4:10842919-10843027	0	chr4:10842919-10843027+10843031,10843224	Alt5	38.46	LOW,SOK,100.00,15=39=0,C2@15.00,24.00	59.57	OK,SOK,100.00,28=47=0,C3@28.00,19.00	45.15	OK,SOK,100.00,24=51=0,C2@23.03,27.97	45.60	OK,SOK,100.00,21=45=0,C2@20.52,24.48	59.20	OK,SOK,100.00,27=45=0,C3@26.64,18.36	72.52	LOW,SOK,100.00,22=30=0,C3@21.76,8.24	55.10	OK,SOK,100.00,27=49=0,C3@27.00,22.00
B160	AthALTD0013699-2/2	chr4:11410763-11410808	5	chr4:11410768+11410763-11410808,11410658	Alt5	72.97	LOW,LOW,100.00,27=37=0,S@27.00,10.00	69.05	OK,OK,93.33,29=42=3,S@29.00,13.00	84.85	LOW,LOW,97.06,28=33=1,S@28.00,5.00	72.50	OK,OK,88.89,29=40=5,S@29.00,11.00	83.33	OK,OK,97.96,40=48=1,S@40.00,8.00	60.71	LOW,LOW,96.55,17=28=1,S@17.00,11.00	90.00	VLOW,VLOW,100.00,18=20=0,S@18.00,2.00
ENDO4	AthALTD0016644-2/3	chr4:-11478101	29	chr4:-11478072+11478101+11478117,11478359	Alt5	68.00	LOW,LOW,100.00,17=25=0,S@17.00,8.00	72.41	LOW,LOW,100.00,21=29=0,C2@21.00,8.00	100.00	N,N,100.00,4=4=0,S@4.00,0.00	68.18	VLOW,VLOW,100.00,15=22=0,C2@15.00,7.00	NA	N,N,NA,0=0=0,S@0,0	68.63	OK,OK,100.00,35=51=0,C2@35.00,16.00	87.88	LOW,LOW,100.00,29=33=0,C1@29.00,4.00
ENDO4	AthALTD0016645-3/3	chr4:11478359-11478539	8	chr4:11478359-11478531+11478536+11478539,11478618	Alt5	81.25	VLOW,VLOW,100.00,13=16=0,S@13.00,3.00	77.78	LOW,LOW,100.00,28=36=0,S@28.00,8.00	100.00	N,N,100.00,1=1=0,S@1.00,0.00	81.25	LOW,LOW,100.00,26=32=0,S@26.00,6.00	NA	N,N,NA,0=0=0,S@0,0	81.40	OK,OK,100.00,35=43=0,S@35.00,8.00	100.00	VLOW,VLOW,100.00,16=16=0,S@16.00,0.00
	AthALTD0007788-1/2	chr4:12653420-12653488	0	chr4:12653420-12653488+12653492,12653578	Alt5	83.33	VLOW,VLOW,100.00,15=18=0,S@15.00,3.00	100.00	VLOW,VLOW,100.00,16=16=0,S@16.00,0.00	100.00	VLOW,VLOW,100.00,17=17=0,S@17.00,0.00	100.00	VLOW,VLOW,100.00,16=16=0,S@16.00,0.00	100.00	LOW,LOW,100.00,39=39=0,S@39.00,0.00	100.00	VLOW,VLOW,100.00,18=18=0,S@18.00,0.00	100.00	VLOW,VLOW,100.00,19=19=0,S@19.00,0.00
SRS2	AthALTD0024967-1/2	chr4:12894283-12894410	0	chr4:12894283-12894410+12894414,12894515	Alt5	0.00	VLOW,VLOW,100.00,0=16=0,S@0.00,16.00	20.47	N,N,100.00,2=10=0,S@2.05,7.95	0.00	N,N,100.00,0=4=0,S@0.00,4.00	0.00	N,N,100.00,0=3=0,S@0.00,3.00	0.00	VLOW,VLOW,100.00,0=16=0,S@0.00,16.00	0.00	VLOW,VLOW,100.00,0=20=0,S@0.00,20.00	17.07	VLOW,VLOW,100.00,3=18=0,S@3.07,14.93
